0,1,2
8.508328,3.3989172,7.063428
9.236647,3.4250906,7.457144
10.195612,-2.9326942,9.922568
11.179903,1.6102601,8.646619
11.485574,1.6083801,2.8816566
7.1116242,0.832775,5.8431115
9.538203,-2.7464993,4.5287
11.219103,1.4182421,3.9353757
10.522761,1.217824,8.1976795
10.57564,-2.0910907,6.31186
10.764835,-0.86884266,7.8021293
10.765704,0.37743932,9.38376
9.415676,6.003341,8.013773
9.211257,-1.6513304,8.697399
10.009504,-2.064321,10.14329
10.60488,-0.4822262,8.644557
9.277498,2.5177197,7.401898
9.51481,2.8852718,7.097489
10.93206,1.2708442,4.6683545
9.566127,0.9714857,7.330597
10.577984,0.23625669,11.670797
10.501382,-0.19269083,6.2853484
10.005502,-1.7436428,10.342622
10.129704,-2.8459473,3.5765653
9.95065,-2.2263012,4.4600353
9.815709,-0.44794992,9.723004
9.819495,-2.4027972,3.9799566
10.931894,0.9932394,4.4588714
9.445797,3.0986767,6.9817524
6.43378,0.54028416,5.4610977
9.889313,-2.2598164,7.537661
7.922596,1.9372222,6.7070627
10.166737,-1.3083215,6.1040006
10.381524,-1.2218014,9.31632
9.884628,-2.6839924,9.816476
11.585161,0.20839909,10.569944
9.440474,-0.13439785,9.37106
10.843173,0.05436674,11.928675
10.374779,-0.6966597,11.918586
8.309867,-2.1760168,6.479007
11.4823675,0.7097418,11.419626
6.760338,-0.93438685,7.2899456
11.55974,1.344425,8.068767
10.890047,-2.0219502,5.003848
10.031071,-2.152669,6.651212
9.965794,-2.5301964,10.137285
9.125846,-1.7669215,7.0901213
11.487945,-1.6517079,5.5393
7.714618,0.1601092,9.499139
11.154038,-1.0447778,6.145732
9.952715,3.9803731,8.717793
10.322025,0.7808247,8.04178
9.268932,-1.4713783,7.5750084
9.387148,4.587968,7.974134
10.286004,-3.0443149,3.327753
10.305675,-1.87408,8.186255
9.596286,3.8143802,8.739636
10.154239,-1.661619,4.7907724
8.517688,-0.67487836,10.080358
11.2053795,-0.17241193,11.193279
9.817973,-0.570668,9.488356
7.5766273,-2.5190272,9.415321
7.912375,-2.2178917,9.0969925
10.40067,-2.3670006,3.7569237
7.735164,-1.9299651,8.258904
9.497521,0.03510226,8.785738
11.344086,1.4140917,5.6829767
12.1486225,0.9640658,10.014478
11.469001,0.45391455,11.725464
8.091172,-0.3200965,5.799176
11.267761,0.52687395,11.438549
10.556821,-3.2130184,2.912672
7.5195813,0.20653826,8.641259
8.809926,0.8477821,9.012604
10.827088,2.4380586,8.079831
6.0462337,-3.4786828,9.956632
10.960236,-0.3324601,11.305129
7.8642473,-1.2808623,8.599862
9.695548,-2.7780294,5.255996
10.579921,-1.866261,3.6751502
10.611117,-3.1585565,2.7889059
11.285072,0.16925818,9.041026
9.203707,1.8512253,8.880629
11.061502,0.23868066,10.715235
12.192283,0.97005546,9.663068
11.628907,-1.6109815,6.715712
11.1649885,-1.7176044,5.239687
11.483132,-1.6578708,5.531605
11.088331,-1.9667274,5.981793
9.67647,2.7990139,8.596448
10.997364,0.36029086,11.1669
11.816456,0.7230529,11.674377
10.248301,-1.6688937,10.601062
8.546287,2.8529007,8.596923
9.399946,-1.3400807,6.7271714
8.882236,-0.34671965,10.523709
9.431513,-0.773088,11.336825
10.522858,-2.064126,5.7060113
11.866989,-1.8164806,5.2323365
11.156231,-1.9392827,6.2841864
7.4316807,0.25481445,6.4871254
11.377157,-0.3633118,7.726121
9.785849,0.19180761,10.817037
10.800034,1.7417134,10.245672
10.747912,-0.79319984,11.595832
10.928263,-0.8531709,10.810279
9.520852,-1.5222342,8.964487
10.257812,-2.5590863,10.449142
10.542328,-1.6003245,3.695515
10.23505,0.6818114,7.2493577
9.056092,-1.0128915,9.729496
9.832034,-2.0169816,7.034785
10.462712,-0.1113041,12.187363
11.518606,1.5905511,2.5450053
9.290978,4.387513,7.54951
9.788757,-2.0218692,10.006371
8.9610195,1.65516,10.106244
11.45687,1.617311,3.0171454
8.2773485,2.675486,6.723544
8.689452,-2.249184,6.4174604
10.3657055,-3.1401188,3.1732988
9.547921,-1.8612424,8.215676
10.810911,-2.0170224,5.7577667
10.061092,-3.5726671,10.919474
8.682641,-0.6328733,9.227249
11.492833,-1.0701281,10.042934
10.619767,-0.9944542,7.9036436
9.9623,-2.4069993,5.2093334
10.649703,-1.9450059,4.794765
10.746153,-1.614038,7.9194818
10.71078,-2.349166,5.859111
11.406158,-1.713002,6.995738
11.063642,1.2464402,4.970001
11.421799,-0.15974167,8.931577
10.169255,-0.41550362,9.4432125
11.004395,0.22175808,11.686112
11.568723,0.33586496,11.78233
5.9590898,1.4629867,8.913221
10.888639,-1.675497,9.418955
9.996942,-2.877187,10.372905
10.935874,0.50642824,10.731204
11.755943,0.7134675,11.1067705
10.510388,0.30436012,7.0436435
11.368159,0.7967145,11.881549
8.306078,0.99935836,6.7771335
9.885068,-2.284784,3.9473526
9.259698,-1.8633511,4.732077
11.436488,0.30206534,11.359171
7.968704,1.6661724,7.3014
10.836903,0.31986073,11.504644
9.425375,-0.052188475,9.2415695
11.54213,-0.9854787,6.663065
8.095566,-0.72492886,7.049508
9.071898,-1.1905216,7.349918
10.47265,-0.10054253,12.176388
7.8787403,-1.8578789,7.6276608
10.759291,-0.7336134,9.135038
6.76142,-2.3260922,9.525394
9.374777,3.8547406,6.6487293
9.34138,4.150683,6.7758803
11.995264,-0.8059235,6.323247
10.889432,-1.2774826,5.5158544
10.678363,0.2568752,10.633117
11.1826315,0.7977712,8.017126
11.350429,1.558142,3.3295953
9.425245,2.4144416,8.465707
7.9771523,-0.8518643,7.1769915
10.051327,-2.583849,10.448452
6.1471057,1.2516775,8.965387
10.87856,-1.5707498,9.202737
6.150834,1.1963505,8.992606
10.151252,-0.0064417752,8.5033865
11.532719,0.09475721,11.100178
10.395787,-2.4888356,4.5791993
10.439622,-1.0375894,6.6301827
9.854932,-2.160448,6.5448637
9.970548,-1.3567345,6.5935307
11.793943,-1.0561082,6.1930475
11.02677,-1.8132559,6.785695
11.112246,-0.48350182,10.669807
11.410179,1.0347859,11.452922
10.52019,-1.9133885,9.992961
10.05047,-2.879334,10.421793
11.157289,-0.6962117,6.9237704
9.922083,4.4991255,8.131082
12.150005,0.5693801,9.083064
10.348935,2.9499211,9.038346
8.135886,3.1255124,7.0525484
10.407828,-3.1503773,3.1756165
10.216023,-1.8327833,10.563455
11.824136,-1.2286087,6.0379834
10.295749,-1.4279578,11.190198
9.972014,-1.3068442,11.002797
9.804496,-2.2831898,4.0901465
10.157659,-3.1334932,10.081137
10.241794,-2.8932223,3.8136928
9.924737,-2.4091425,7.617936
10.163459,-0.29679286,6.035649
9.051872,-0.7763575,11.718992
8.565473,2.2149608,7.493506
11.830743,-1.1535654,6.6456146
9.80315,-2.0098646,8.148077
11.166126,1.4539043,3.539572
10.941168,1.8445301,10.34868
9.605912,-0.14670268,9.34606
6.471007,1.2261263,8.696827
6.703139,-3.0976686,9.380228
10.727446,-0.028150491,11.45203
9.744305,-2.3239808,7.826084
10.690033,-2.191476,4.6913185
10.546693,-1.2074858,11.281682
11.36723,0.58403957,11.511473
7.8976994,-1.111271,5.7849565
10.744617,0.11097119,10.711993
10.826787,-1.0026145,10.795831
8.313046,2.1641395,7.8405757
6.480286,0.7861393,5.639532
7.908588,0.15251315,9.102614
12.919452,0.70147634,7.42702
11.618712,-1.5449541,6.793754
10.942274,-2.1642573,5.5604243
10.787912,1.1891118,11.546044
8.266042,0.37995628,6.27695
11.666009,-0.5870417,9.432837
9.612027,-2.095506,4.5657244
9.663327,-0.2752155,10.533233
9.034155,-0.88791305,8.404641
10.030752,-2.2293496,5.2141194
8.344159,1.2097616,7.5806537
9.021755,-0.38598388,7.589846
8.020079,-1.0862273,5.600194
9.374501,-0.39177665,8.302312
11.623617,-0.79018486,9.834459
10.980456,-1.8172567,5.2438765
10.067501,-2.2836406,5.0923643
9.89713,-2.62811,11.103943
8.459644,-1.3178227,6.9824886
11.065915,1.2797133,4.115425
11.527262,0.3394048,10.123569
11.420294,-0.019733228,8.053564
10.897302,0.43031707,4.5009828
10.233734,2.3449936,9.84284
9.486691,6.676496,7.736181
11.044778,0.6802096,8.185004
12.186155,-0.7319949,6.5915303
10.619714,-2.3616962,5.713291
9.947636,0.6280765,7.757963
9.303889,-0.08828755,8.978803
11.694694,0.8022453,8.649309
11.090105,-1.8501223,5.472086
10.876153,-2.1400917,5.944497
11.667261,1.4497817,8.0558815
10.847043,1.7790993,10.377337
11.860361,0.7621663,7.9882493
9.898429,-2.5769043,6.3750043
7.1999135,-1.730338,9.847415
6.8951845,-1.1286765,8.070202
11.034052,0.3964227,9.07815
12.085139,-0.53641003,7.544889
7.7746363,-1.8547741,7.7057548
5.9079337,-3.757323,9.964771
7.681305,-2.7005858,8.736603
9.949774,3.1045446,8.969801
7.1383038,0.11053888,7.083112
8.807722,-1.7389182,6.4884877
8.3300905,3.150394,7.6366253
9.021004,-1.8068196,4.5377536
8.320719,0.20170939,9.610228
10.203147,-2.5719616,4.285171
6.699746,-1.7041271,9.645827
7.3101444,-1.3851112,9.445936
9.288137,-1.8500009,4.9774427
11.618007,0.27368316,10.99274
8.311297,-1.8614798,6.5635414
3.4962547,1.727639,9.076065
10.774369,2.2985606,10.216701
9.97648,-1.4886367,10.1565485
10.79581,0.886782,8.159647
8.503969,0.54280376,8.861786
10.484582,3.0644813,9.209802
8.791556,3.5749512,7.769395
9.369216,-2.9908452,5.1437116
9.550582,-1.2616494,9.226297
10.546098,-2.4752407,4.053459
10.371003,-3.154632,2.900605
6.608417,-2.15463,9.377322
11.261669,-1.1812965,7.641253
6.1342497,1.3337804,8.808151
7.5785356,-2.065331,9.849427
11.119469,-0.58460283,7.803437
11.091377,1.4010309,3.9067914
10.387284,-0.36374608,5.97459
10.644971,-0.7683408,7.9967027
11.597099,0.58737195,11.480039
11.646976,0.5701789,11.9600525
10.21187,-2.481076,10.58017
11.050345,-2.1011128,5.131012
10.884381,0.7145692,4.282981
10.768616,-0.11382946,9.191212
8.750838,-0.8904854,11.424
8.83703,-1.889765,6.529899
10.443579,-1.8577641,6.093393
11.029889,-0.91538376,10.381321
10.44521,-1.5763301,4.6629095
7.64389,-1.4428315,9.244528
10.911626,0.584531,11.290825
10.330775,-2.067369,5.7622128
